repositorio,caminho,extensao,tamanho_bytes,sha256,status_git,classificacao,decisao,justificativa
sigo-clinicas-api,module/Cliente/src/V1/Rest/FichasAnamnese/FichasAnamneseRepository.php,.php,2344,bfed715f2676bd93c57e0994f842dc3b76efe3bdf4f50010595de0b362df6ab3,tracked,PHP,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Cliente/src/V1/Rest/FichasAnamnese/FichasAnamneseResource.php,.php,11765,d419d363898957297886d5b79a906a6118a5e24e2332618a8a35cb8da880ca1b,tracked,PHP,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Cliente/src/V1/Rest/FichasAnamnese/FichasAnamneseResourceFactory.php,.php,1255,d8969fb8523fba9e4632bb5f972c2185d96d1520bd2a7111b5d624cdf6a907c1,tracked,PHP,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/module.config.php,.php,462542,69b711fca1eecc56209c06e5e9dde56e0df5258a9dcb809edaf12762652e4fa0,tracked,PHP,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.Agendas.AgendasEntity.dcm.yml,.yml,1540,ab48b5aeaad1d2ff3d39a406175baa5c17599fadc6cb4eac72986d97fde8ac70,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.AgendaServicos.AgendaServicosEntity.dcm.yml,.yml,831,42b64081f040c4ea3b52936764d1649c7f26b7dda0eb4da3bbdae6eb34fd14df,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.Clientes.ClientesStatusEntity.dcm.yml,.yml,559,6a41e69ce318bc2c89c5f2d1f4e9b70c91219838b9d5f7383fc6932d010d0187,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.Clinicas.ClinicasEntity.dcm.yml,.yml,4167,18585dfdf339bd532330b8730d0df0f400e017fe420c0dc19e962108b47ed6f0,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.ClinicasServicos.ClinicasServicosEntity.dcm.yml,.yml,1699,620c283f8ec4750891723e81ecd0eb901cd30712b220038e6a9ce9ec82221eb7,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.Especialidades.EspecialidadesEntity.dcm.yml,.yml,543,642e65b6c368fda47198a1a0f3340399a746140b5fa827d36cfaf6a409a6e4b4,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.FichasAnamnese.FichasAnamneseEntity.dcm.yml,.yml,620,437bccc9d4fad857d04ae204e130b343430352533f695cff55f5e22d91bb867d,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.Financeiros.FinanceirosEntity.dcm.yml,.yml,680,79a396d92aec49bb7ceb85532e9cd77ccc0713a76bbe1d9e6e7700c324ae328f,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.FinanceirosCategorias.FinanceirosCategoriasEntity.dcm.yml,.yml,540,79a0f9d5c1b4186f0c7568930c81a5ff67a7194a438814fc9c1153a0c10a4e35,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.GrupoMateriais.GrupoMateriaisEntity.dcm.yml,.yml,539,56dbb9f89f472388979468c9a1a507b7e5bd074f5fd297cfdbc515a508b127ac,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.Materiais.MateriaisEntity.dcm.yml,.yml,1307,f84e534113bcc97a412540524078b87104acf2150714a1c2670e872b9cf87e6d,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.Orcamentos.OrcamentosEntity.dcm.yml,.yml,2890,467eeedeb5c6ea5d10228954734f72d371804a89e5183846df8fd88d16aed606,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.OrcamentosServicos.OrcamentosServicosEntity.dcm.yml,.yml,1207,c59294ca1d364c791b735d3873e9e1a27f02d4268f5edf768ccec850301b5076,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.Profissionais.ProfissionaisEntity.dcm.yml,.yml,2253,31338c47833dfc12b15aaf1c22f3b4018e9d2112ffe8663f0b5b6a0265ef1164,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.ProfissionalIntervalos.ProfissionalIntervalosEntity.dcm.yml,.yml,1114,4aa962545f7d0f1291af879c38e1070f5452ea0b95f10945f23cee5e6500101e,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.ProfissionalServicos.ProfissionalServicosEntity.dcm.yml,.yml,1115,538c3b6a0d443ffb449b6b14501dec2899e20cc28da0f15457543a8f9f7cfd1b,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.Segmentos.SegmentosEntity.dcm.yml,.yml,325,32326cfc0ebb192ad75d39c15cc601a328f5764bc5acd3791e27ebdd4c7564e6,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.ServicoCategorias.ServicoCategoriasEntity.dcm.yml,.yml,500,a2750f9a39a899aaeef0a5a28f82da6cf56cc0336b7655929178fa74dbb4234d,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.ServicoMateriais.ServicoMateriaisEntity.dcm.yml,.yml,815,40a363bc23d15d72e4b5ed92010255aeee691e61fd9997adbb7b87419e41d3d0,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.Servicos.ServicosEntity.dcm.yml,.yml,1106,64639533de0ae66e029651a581e32730c732a205a4fe1c8344cacd3146f3d56e,tracked,YAML,full-content,conteúdo integral incluído
sigo-clinicas-api,module/Clinica/config/yaml/Clinica.V1.Rest.TabelaPrecos.TabelaPrecosEntity.dcm.yml,.yml,948,0c832a8f6607dca13f57dafcfcf331fdd3474a765ae869af1cc49a7a136be2fd,tracked,YAML,full-content,conteúdo integral incluído
